id,text,cluster,cluster_size
12664,"Fire detection: Lat=-16.210, Lon=129.932, Brightness=346.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12665,"Fire detection: Lat=-16.206, Lon=129.932, Brightness=346.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12666,"Fire detection: Lat=-16.200, Lon=129.927, Brightness=348.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12667,"Fire detection: Lat=-16.197, Lon=129.923, Brightness=345.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12668,"Fire detection: Lat=-16.194, Lon=129.922, Brightness=346.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12669,"Fire detection: Lat=-16.170, Lon=129.922, Brightness=345.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12670,"Fire detection: Lat=-16.170, Lon=129.926, Brightness=348.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12671,"Fire detection: Lat=-16.166, Lon=129.925, Brightness=341.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12672,"Fire detection: Lat=-16.157, Lon=129.924, Brightness=349.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12673,"Fire detection: Lat=-16.152, Lon=129.916, Brightness=349.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12674,"Fire detection: Lat=-16.151, Lon=129.919, Brightness=349.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12675,"Fire detection: Lat=-16.142, Lon=129.910, Brightness=347.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12676,"Fire detection: Lat=-16.140, Lon=129.906, Brightness=346.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12677,"Fire detection: Lat=-16.139, Lon=129.910, Brightness=346.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12678,"Fire detection: Lat=-16.136, Lon=129.906, Brightness=354.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12679,"Fire detection: Lat=-15.879, Lon=127.407, Brightness=348.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12680,"Fire detection: Lat=-15.871, Lon=127.410, Brightness=346.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12681,"Fire detection: Lat=-15.868, Lon=127.409, Brightness=340.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12682,"Fire detection: Lat=-15.866, Lon=127.397, Brightness=338.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12683,"Fire detection: Lat=-15.864, Lon=127.389, Brightness=339.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12684,"Fire detection: Lat=-15.863, Lon=127.393, Brightness=355.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12685,"Fire detection: Lat=-15.863, Lon=127.397, Brightness=349.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12686,"Fire detection: Lat=-15.862, Lon=127.400, Brightness=342.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12687,"Fire detection: Lat=-15.861, Lon=127.385, Brightness=340.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12688,"Fire detection: Lat=-15.861, Lon=127.388, Brightness=342.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12689,"Fire detection: Lat=-15.859, Lon=127.396, Brightness=342.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12690,"Fire detection: Lat=-15.859, Lon=127.400, Brightness=346.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12691,"Fire detection: Lat=-15.859, Lon=127.376, Brightness=341.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12692,"Fire detection: Lat=-15.859, Lon=126.952, Brightness=338.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12693,"Fire detection: Lat=-15.858, Lon=127.404, Brightness=339.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12694,"Fire detection: Lat=-15.858, Lon=127.380, Brightness=351.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12695,"Fire detection: Lat=-15.858, Lon=126.956, Brightness=348.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12696,"Fire detection: Lat=-15.856, Lon=126.948, Brightness=356.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12697,"Fire detection: Lat=-15.855, Lon=127.399, Brightness=340.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12698,"Fire detection: Lat=-15.855, Lon=126.952, Brightness=345.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12699,"Fire detection: Lat=-15.855, Lon=127.403, Brightness=347.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12700,"Fire detection: Lat=-15.855, Lon=126.956, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12701,"Fire detection: Lat=-15.851, Lon=126.955, Brightness=349.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12702,"Fire detection: Lat=-15.849, Lon=126.947, Brightness=352.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12703,"Fire detection: Lat=-15.848, Lon=126.947, Brightness=350.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12704,"Fire detection: Lat=-15.848, Lon=127.402, Brightness=352.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12705,"Fire detection: Lat=-15.847, Lon=127.406, Brightness=348.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12706,"Fire detection: Lat=-15.844, Lon=127.405, Brightness=350.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12707,"Fire detection: Lat=-15.843, Lon=127.409, Brightness=344.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12708,"Fire detection: Lat=-15.836, Lon=126.859, Brightness=343.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12709,"Fire detection: Lat=-15.818, Lon=126.807, Brightness=355.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12710,"Fire detection: Lat=-15.818, Lon=126.811, Brightness=343.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12711,"Fire detection: Lat=-15.814, Lon=126.811, Brightness=351.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12712,"Fire detection: Lat=-15.813, Lon=126.815, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12713,"Fire detection: Lat=-15.813, Lon=126.819, Brightness=343.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12714,"Fire detection: Lat=-15.808, Lon=144.198, Brightness=333.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12715,"Fire detection: Lat=-15.790, Lon=127.303, Brightness=346.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12716,"Fire detection: Lat=-15.789, Lon=127.310, Brightness=344.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12717,"Fire detection: Lat=-15.787, Lon=127.251, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12718,"Fire detection: Lat=-15.786, Lon=127.302, Brightness=356.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12719,"Fire detection: Lat=-15.786, Lon=127.306, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12720,"Fire detection: Lat=-15.785, Lon=127.310, Brightness=349.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12721,"Fire detection: Lat=-15.785, Lon=127.238, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12722,"Fire detection: Lat=-15.784, Lon=127.242, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12723,"Fire detection: Lat=-15.783, Lon=127.254, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12724,"Fire detection: Lat=-15.782, Lon=127.305, Brightness=355.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12725,"Fire detection: Lat=-15.782, Lon=127.258, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12726,"Fire detection: Lat=-15.782, Lon=127.234, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12727,"Fire detection: Lat=-15.782, Lon=127.309, Brightness=353.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12728,"Fire detection: Lat=-15.781, Lon=127.293, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12729,"Fire detection: Lat=-15.780, Lon=127.250, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12730,"Fire detection: Lat=-15.779, Lon=127.305, Brightness=356.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12731,"Fire detection: Lat=-15.779, Lon=127.257, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12732,"Fire detection: Lat=-15.779, Lon=127.233, Brightness=354.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12733,"Fire detection: Lat=-15.778, Lon=127.309, Brightness=354.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12734,"Fire detection: Lat=-15.776, Lon=127.225, Brightness=353.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12735,"Fire detection: Lat=-15.776, Lon=127.277, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12736,"Fire detection: Lat=-15.776, Lon=127.229, Brightness=355.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12737,"Fire detection: Lat=-15.776, Lon=127.304, Brightness=354.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12738,"Fire detection: Lat=-15.775, Lon=127.233, Brightness=354.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12739,"Fire detection: Lat=-15.775, Lon=127.308, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12740,"Fire detection: Lat=-15.775, Lon=127.237, Brightness=355.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12741,"Fire detection: Lat=-15.774, Lon=127.312, Brightness=349.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12742,"Fire detection: Lat=-15.774, Lon=127.268, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12743,"Fire detection: Lat=-15.773, Lon=127.248, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12744,"Fire detection: Lat=-15.773, Lon=127.276, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12745,"Fire detection: Lat=-15.772, Lon=127.304, Brightness=357.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12746,"Fire detection: Lat=-15.772, Lon=127.308, Brightness=357.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12747,"Fire detection: Lat=-15.771, Lon=127.312, Brightness=351.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12748,"Fire detection: Lat=-15.769, Lon=127.224, Brightness=352.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12749,"Fire detection: Lat=-15.769, Lon=127.228, Brightness=351.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12750,"Fire detection: Lat=-15.768, Lon=127.307, Brightness=355.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12751,"Fire detection: Lat=-15.768, Lon=127.283, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12752,"Fire detection: Lat=-15.768, Lon=127.311, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12753,"Fire detection: Lat=-15.766, Lon=127.224, Brightness=352.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12754,"Fire detection: Lat=-15.765, Lon=127.228, Brightness=355.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12755,"Fire detection: Lat=-15.765, Lon=127.283, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12756,"Fire detection: Lat=-15.764, Lon=127.239, Brightness=355.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12757,"Fire detection: Lat=-15.763, Lon=127.295, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12758,"Fire detection: Lat=-15.762, Lon=127.227, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12759,"Fire detection: Lat=-15.761, Lon=127.310, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12760,"Fire detection: Lat=-15.759, Lon=127.294, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12761,"Fire detection: Lat=-15.753, Lon=127.313, Brightness=355.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12762,"Fire detection: Lat=-15.747, Lon=126.907, Brightness=344.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12763,"Fire detection: Lat=-15.743, Lon=127.311, Brightness=354.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12764,"Fire detection: Lat=-15.742, Lon=127.315, Brightness=356.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12765,"Fire detection: Lat=-15.739, Lon=127.311, Brightness=353.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12766,"Fire detection: Lat=-15.735, Lon=127.219, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12767,"Fire detection: Lat=-15.731, Lon=127.222, Brightness=356.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12768,"Fire detection: Lat=-15.727, Lon=126.941, Brightness=349.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12769,"Fire detection: Lat=-15.723, Lon=126.965, Brightness=350.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12770,"Fire detection: Lat=-15.723, Lon=126.945, Brightness=349.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12771,"Fire detection: Lat=-15.722, Lon=126.949, Brightness=355.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12772,"Fire detection: Lat=-15.722, Lon=126.953, Brightness=349.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12773,"Fire detection: Lat=-15.721, Lon=126.961, Brightness=344.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12774,"Fire detection: Lat=-15.718, Lon=127.311, Brightness=347.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12775,"Fire detection: Lat=-15.715, Lon=127.311, Brightness=350.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12776,"Fire detection: Lat=-15.712, Lon=127.020, Brightness=350.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12777,"Fire detection: Lat=-15.709, Lon=127.302, Brightness=346.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12778,"Fire detection: Lat=-15.709, Lon=127.019, Brightness=345.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12779,"Fire detection: Lat=-15.708, Lon=127.306, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12780,"Fire detection: Lat=-15.708, Lon=127.286, Brightness=353.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12781,"Fire detection: Lat=-15.707, Lon=127.294, Brightness=351.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12782,"Fire detection: Lat=-15.705, Lon=127.282, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12783,"Fire detection: Lat=-15.704, Lon=127.286, Brightness=350.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12784,"Fire detection: Lat=-15.704, Lon=127.289, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12785,"Fire detection: Lat=-15.701, Lon=127.281, Brightness=356.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12786,"Fire detection: Lat=-15.701, Lon=127.022, Brightness=345.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12787,"Fire detection: Lat=-15.698, Lon=127.018, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12788,"Fire detection: Lat=-15.698, Lon=127.022, Brightness=352.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12789,"Fire detection: Lat=-15.695, Lon=127.276, Brightness=350.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12790,"Fire detection: Lat=-15.694, Lon=127.025, Brightness=340.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12791,"Fire detection: Lat=-15.693, Lon=127.276, Brightness=346.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12792,"Fire detection: Lat=-15.691, Lon=127.276, Brightness=348.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12793,"Fire detection: Lat=-15.691, Lon=127.021, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12794,"Fire detection: Lat=-15.690, Lon=127.025, Brightness=338.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12795,"Fire detection: Lat=-15.690, Lon=127.272, Brightness=354.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",3,2051
12796,"Fire detection: Lat=-15.687, Lon=127.020, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12797,"Fire detection: Lat=-15.687, Lon=127.268, Brightness=345.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12798,"Fire detection: Lat=-15.687, Lon=127.024, Brightness=340.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12799,"Fire detection: Lat=-15.683, Lon=127.267, Brightness=350.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12800,"Fire detection: Lat=-15.683, Lon=127.023, Brightness=346.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12801,"Fire detection: Lat=-15.682, Lon=127.207, Brightness=346.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12802,"Fire detection: Lat=-15.680, Lon=127.267, Brightness=347.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12803,"Fire detection: Lat=-15.678, Lon=127.211, Brightness=346.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12804,"Fire detection: Lat=-15.677, Lon=127.262, Brightness=348.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12805,"Fire detection: Lat=-15.676, Lon=127.026, Brightness=350.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12806,"Fire detection: Lat=-15.672, Lon=127.026, Brightness=348.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12807,"Fire detection: Lat=-15.669, Lon=127.245, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12808,"Fire detection: Lat=-15.668, Lon=127.029, Brightness=354.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12809,"Fire detection: Lat=-15.667, Lon=127.033, Brightness=356.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12810,"Fire detection: Lat=-15.667, Lon=127.037, Brightness=355.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12811,"Fire detection: Lat=-15.664, Lon=127.033, Brightness=349.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12812,"Fire detection: Lat=-15.663, Lon=127.037, Brightness=352.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12813,"Fire detection: Lat=-15.657, Lon=127.056, Brightness=348.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12814,"Fire detection: Lat=-15.649, Lon=127.091, Brightness=355.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12815,"Fire detection: Lat=-15.636, Lon=127.177, Brightness=348.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12816,"Fire detection: Lat=-15.635, Lon=127.109, Brightness=348.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12817,"Fire detection: Lat=-15.635, Lon=127.164, Brightness=345.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12818,"Fire detection: Lat=-15.631, Lon=127.164, Brightness=346.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12819,"Fire detection: Lat=-15.628, Lon=127.163, Brightness=346.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
