id,text,cluster,cluster_size
6069,"Fire detection: Lat=-17.072, Lon=138.708, Brightness=334.3, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6070,"Fire detection: Lat=-17.072, Lon=138.709, Brightness=342.1, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6071,"Fire detection: Lat=-17.070, Lon=138.795, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 338, Satellite=N",2,1924
6072,"Fire detection: Lat=-17.070, Lon=138.791, Brightness=355.0, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6073,"Fire detection: Lat=-17.070, Lon=138.796, Brightness=343.9, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6074,"Fire detection: Lat=-17.057, Lon=138.615, Brightness=330.1, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6075,"Fire detection: Lat=-17.055, Lon=138.510, Brightness=336.5, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6076,"Fire detection: Lat=-17.048, Lon=138.510, Brightness=334.2, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6077,"Fire detection: Lat=-16.663, Lon=145.286, Brightness=336.7, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6078,"Fire detection: Lat=-16.661, Lon=145.290, Brightness=337.2, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6079,"Fire detection: Lat=-16.659, Lon=145.286, Brightness=336.0, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6080,"Fire detection: Lat=-16.657, Lon=145.285, Brightness=339.6, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6081,"Fire detection: Lat=-16.657, Lon=145.290, Brightness=331.0, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6082,"Fire detection: Lat=-16.655, Lon=145.286, Brightness=346.2, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6083,"Fire detection: Lat=-15.730, Lon=145.135, Brightness=335.8, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6084,"Fire detection: Lat=-15.729, Lon=145.140, Brightness=340.9, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6085,"Fire detection: Lat=-15.726, Lon=145.166, Brightness=330.4, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6086,"Fire detection: Lat=-15.725, Lon=145.140, Brightness=332.4, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6087,"Fire detection: Lat=-15.725, Lon=145.171, Brightness=344.0, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",2,1924
6088,"Fire detection: Lat=-15.720, Lon=145.176, Brightness=354.5, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6089,"Fire detection: Lat=-15.704, Lon=145.156, Brightness=333.5, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6090,"Fire detection: Lat=-15.703, Lon=145.157, Brightness=336.1, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",4,1714
6091,"Fire detection: Lat=-15.700, Lon=145.156, Brightness=343.4, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6092,"Fire detection: Lat=-15.699, Lon=145.157, Brightness=350.0, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6093,"Fire detection: Lat=-15.696, Lon=145.155, Brightness=339.7, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6094,"Fire detection: Lat=-15.695, Lon=145.160, Brightness=346.4, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6095,"Fire detection: Lat=-15.695, Lon=145.156, Brightness=348.9, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6096,"Fire detection: Lat=-15.694, Lon=145.161, Brightness=337.8, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6097,"Fire detection: Lat=-15.464, Lon=141.926, Brightness=334.0, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",4,1714
6098,"Fire detection: Lat=-15.461, Lon=141.928, Brightness=335.9, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6099,"Fire detection: Lat=-15.182, Lon=145.103, Brightness=332.8, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",3,2051
6100,"Fire detection: Lat=-15.146, Lon=141.854, Brightness=335.6, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6101,"Fire detection: Lat=-15.144, Lon=141.853, Brightness=336.6, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6102,"Fire detection: Lat=-15.124, Lon=141.890, Brightness=333.0, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6103,"Fire detection: Lat=-15.124, Lon=141.895, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 338, Satellite=N",1,3468
6104,"Fire detection: Lat=-15.122, Lon=141.873, Brightness=339.1, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6105,"Fire detection: Lat=-14.974, Lon=144.919, Brightness=337.8, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6106,"Fire detection: Lat=-14.972, Lon=144.921, Brightness=332.0, Confidence=60.0%, Date=2025-09-05 338, Satellite=N",1,3468
6107,"Fire detection: Lat=-10.229, Lon=149.103, Brightness=326.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6108,"Fire detection: Lat=-10.121, Lon=148.016, Brightness=340.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6109,"Fire detection: Lat=-10.085, Lon=148.050, Brightness=334.1, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",4,1714
6110,"Fire detection: Lat=-10.082, Lon=148.050, Brightness=329.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6111,"Fire detection: Lat=-10.010, Lon=147.855, Brightness=339.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6112,"Fire detection: Lat=-9.996, Lon=147.975, Brightness=328.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6113,"Fire detection: Lat=-9.992, Lon=147.975, Brightness=337.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6114,"Fire detection: Lat=-9.888, Lon=147.810, Brightness=345.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",2,1924
6115,"Fire detection: Lat=-9.778, Lon=147.984, Brightness=334.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6116,"Fire detection: Lat=-9.681, Lon=149.607, Brightness=333.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6117,"Fire detection: Lat=-9.680, Lon=149.611, Brightness=334.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",4,1714
6118,"Fire detection: Lat=-9.670, Lon=149.987, Brightness=333.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6119,"Fire detection: Lat=-9.417, Lon=147.328, Brightness=333.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6120,"Fire detection: Lat=-9.412, Lon=149.126, Brightness=335.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",4,1714
6121,"Fire detection: Lat=-9.325, Lon=147.033, Brightness=337.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6122,"Fire detection: Lat=-9.311, Lon=147.053, Brightness=334.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",4,1714
6123,"Fire detection: Lat=-9.311, Lon=147.057, Brightness=336.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",4,1714
6124,"Fire detection: Lat=-9.161, Lon=147.101, Brightness=329.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",3,2051
6125,"Fire detection: Lat=-9.160, Lon=147.108, Brightness=335.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6126,"Fire detection: Lat=-9.077, Lon=146.917, Brightness=331.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6127,"Fire detection: Lat=-8.636, Lon=147.330, Brightness=331.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",2,1924
6128,"Fire detection: Lat=-8.636, Lon=147.334, Brightness=328.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6129,"Fire detection: Lat=-8.475, Lon=146.328, Brightness=339.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6130,"Fire detection: Lat=-8.059, Lon=146.147, Brightness=331.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6131,"Fire detection: Lat=-8.056, Lon=142.863, Brightness=345.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6132,"Fire detection: Lat=-7.281, Lon=145.897, Brightness=337.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",4,1714
6133,"Fire detection: Lat=-6.857, Lon=146.334, Brightness=335.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6134,"Fire detection: Lat=-6.854, Lon=146.334, Brightness=332.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6135,"Fire detection: Lat=-6.752, Lon=145.635, Brightness=337.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6136,"Fire detection: Lat=-6.750, Lon=145.647, Brightness=333.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6137,"Fire detection: Lat=-6.743, Lon=145.766, Brightness=329.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6138,"Fire detection: Lat=-6.742, Lon=145.770, Brightness=331.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6139,"Fire detection: Lat=-6.740, Lon=145.665, Brightness=330.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",2,1924
6140,"Fire detection: Lat=-6.740, Lon=145.669, Brightness=334.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",4,1714
6141,"Fire detection: Lat=-6.737, Lon=145.664, Brightness=343.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6142,"Fire detection: Lat=-6.732, Lon=145.671, Brightness=337.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6143,"Fire detection: Lat=-6.725, Lon=145.674, Brightness=338.1, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6144,"Fire detection: Lat=-6.718, Lon=145.673, Brightness=330.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6145,"Fire detection: Lat=-6.677, Lon=145.695, Brightness=333.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6146,"Fire detection: Lat=-6.677, Lon=145.699, Brightness=336.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6147,"Fire detection: Lat=-6.673, Lon=145.698, Brightness=336.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6148,"Fire detection: Lat=-6.662, Lon=145.704, Brightness=337.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6149,"Fire detection: Lat=-6.659, Lon=145.703, Brightness=352.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6150,"Fire detection: Lat=-6.658, Lon=145.707, Brightness=333.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6151,"Fire detection: Lat=-6.655, Lon=145.703, Brightness=339.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6152,"Fire detection: Lat=-6.642, Lon=145.859, Brightness=333.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6153,"Fire detection: Lat=-6.635, Lon=146.489, Brightness=345.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6154,"Fire detection: Lat=-6.601, Lon=145.660, Brightness=346.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6155,"Fire detection: Lat=-6.585, Lon=145.697, Brightness=342.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6156,"Fire detection: Lat=-6.583, Lon=145.697, Brightness=338.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6157,"Fire detection: Lat=-6.490, Lon=146.246, Brightness=333.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6158,"Fire detection: Lat=-6.490, Lon=146.249, Brightness=332.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6159,"Fire detection: Lat=-6.484, Lon=146.547, Brightness=334.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6160,"Fire detection: Lat=-6.459, Lon=145.661, Brightness=330.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",2,1924
6161,"Fire detection: Lat=-6.459, Lon=146.620, Brightness=329.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6162,"Fire detection: Lat=-6.454, Lon=146.531, Brightness=343.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6163,"Fire detection: Lat=-6.381, Lon=145.556, Brightness=332.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6164,"Fire detection: Lat=-6.305, Lon=145.734, Brightness=335.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",4,1714
6165,"Fire detection: Lat=-6.302, Lon=145.733, Brightness=330.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6166,"Fire detection: Lat=-6.270, Lon=145.119, Brightness=340.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6167,"Fire detection: Lat=-6.255, Lon=145.653, Brightness=333.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6168,"Fire detection: Lat=-6.247, Lon=145.108, Brightness=333.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6169,"Fire detection: Lat=-6.242, Lon=147.637, Brightness=330.1, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6170,"Fire detection: Lat=-6.215, Lon=147.657, Brightness=332.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6171,"Fire detection: Lat=-6.210, Lon=145.503, Brightness=326.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6172,"Fire detection: Lat=-6.198, Lon=146.100, Brightness=345.1, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6173,"Fire detection: Lat=-6.198, Lon=146.101, Brightness=341.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",3,2051
6174,"Fire detection: Lat=-6.195, Lon=145.186, Brightness=346.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6175,"Fire detection: Lat=-6.176, Lon=146.156, Brightness=333.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6176,"Fire detection: Lat=-6.174, Lon=145.210, Brightness=328.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6177,"Fire detection: Lat=-6.117, Lon=147.613, Brightness=346.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6178,"Fire detection: Lat=-6.111, Lon=145.963, Brightness=340.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6179,"Fire detection: Lat=-6.111, Lon=145.964, Brightness=341.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6180,"Fire detection: Lat=-6.096, Lon=147.596, Brightness=333.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6181,"Fire detection: Lat=-6.093, Lon=147.595, Brightness=332.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6182,"Fire detection: Lat=-6.075, Lon=145.875, Brightness=336.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6183,"Fire detection: Lat=-6.053, Lon=147.546, Brightness=343.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6184,"Fire detection: Lat=-6.029, Lon=145.902, Brightness=337.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6185,"Fire detection: Lat=-5.940, Lon=147.044, Brightness=335.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6186,"Fire detection: Lat=-5.894, Lon=145.780, Brightness=340.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6187,"Fire detection: Lat=-5.861, Lon=144.048, Brightness=329.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6188,"Fire detection: Lat=-5.859, Lon=144.049, Brightness=330.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6189,"Fire detection: Lat=-5.846, Lon=146.818, Brightness=337.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6190,"Fire detection: Lat=-5.810, Lon=146.740, Brightness=338.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6191,"Fire detection: Lat=-5.748, Lon=145.637, Brightness=344.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6192,"Fire detection: Lat=-5.738, Lon=145.572, Brightness=346.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6193,"Fire detection: Lat=-5.726, Lon=144.290, Brightness=333.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6194,"Fire detection: Lat=-5.677, Lon=146.510, Brightness=344.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6195,"Fire detection: Lat=-5.640, Lon=146.453, Brightness=355.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6196,"Fire detection: Lat=-5.631, Lon=146.448, Brightness=328.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6197,"Fire detection: Lat=-5.609, Lon=146.310, Brightness=345.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6198,"Fire detection: Lat=-5.591, Lon=144.601, Brightness=325.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6199,"Fire detection: Lat=-5.581, Lon=144.491, Brightness=331.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6200,"Fire detection: Lat=-5.577, Lon=144.491, Brightness=331.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6201,"Fire detection: Lat=-5.565, Lon=144.447, Brightness=331.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6202,"Fire detection: Lat=-5.550, Lon=144.524, Brightness=331.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6203,"Fire detection: Lat=-5.547, Lon=146.168, Brightness=329.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6204,"Fire detection: Lat=-5.539, Lon=144.694, Brightness=330.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6205,"Fire detection: Lat=-5.528, Lon=144.644, Brightness=328.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6206,"Fire detection: Lat=-5.523, Lon=144.073, Brightness=327.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6207,"Fire detection: Lat=-5.520, Lon=144.647, Brightness=328.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6208,"Fire detection: Lat=-5.508, Lon=143.978, Brightness=326.3, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6209,"Fire detection: Lat=-5.421, Lon=143.836, Brightness=327.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",2,1924
6210,"Fire detection: Lat=-5.414, Lon=144.482, Brightness=332.9, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6211,"Fire detection: Lat=-5.411, Lon=143.826, Brightness=330.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",2,1924
6212,"Fire detection: Lat=-5.401, Lon=147.081, Brightness=329.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6213,"Fire detection: Lat=-5.396, Lon=147.073, Brightness=345.1, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6214,"Fire detection: Lat=-5.375, Lon=143.841, Brightness=331.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",2,1924
6215,"Fire detection: Lat=-5.331, Lon=145.334, Brightness=340.6, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6216,"Fire detection: Lat=-5.330, Lon=145.660, Brightness=332.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6217,"Fire detection: Lat=-5.312, Lon=147.624, Brightness=347.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",2,1924
6218,"Fire detection: Lat=-5.272, Lon=144.939, Brightness=340.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6219,"Fire detection: Lat=-5.256, Lon=145.642, Brightness=329.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6220,"Fire detection: Lat=-5.243, Lon=145.325, Brightness=341.0, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6221,"Fire detection: Lat=-5.228, Lon=145.370, Brightness=330.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6222,"Fire detection: Lat=-5.206, Lon=145.721, Brightness=337.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",1,3468
6223,"Fire detection: Lat=-5.179, Lon=144.715, Brightness=332.7, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6224,"Fire detection: Lat=-5.177, Lon=144.751, Brightness=333.5, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6225,"Fire detection: Lat=-5.102, Lon=144.432, Brightness=333.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6226,"Fire detection: Lat=-5.012, Lon=144.869, Brightness=335.2, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6227,"Fire detection: Lat=-4.963, Lon=144.761, Brightness=340.8, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6228,"Fire detection: Lat=-4.928, Lon=144.497, Brightness=330.4, Confidence=60.0%, Date=2025-09-05 340, Satellite=N",0,2435
6229,"Fire detection: Lat=-4.660, Lon=144.329, Brightness=332.1, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",0,2435
6230,"Fire detection: Lat=-4.645, Lon=143.590, Brightness=331.4, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",0,2435
6231,"Fire detection: Lat=-4.642, Lon=144.477, Brightness=341.0, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",0,2435
6232,"Fire detection: Lat=-4.406, Lon=144.129, Brightness=336.7, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6233,"Fire detection: Lat=-4.392, Lon=143.817, Brightness=333.7, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6234,"Fire detection: Lat=-4.332, Lon=144.006, Brightness=330.3, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",2,1924
6235,"Fire detection: Lat=-4.175, Lon=143.591, Brightness=336.3, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6236,"Fire detection: Lat=-4.049, Lon=144.108, Brightness=330.6, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",0,2435
6237,"Fire detection: Lat=-4.024, Lon=143.925, Brightness=335.8, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6238,"Fire detection: Lat=-4.015, Lon=143.216, Brightness=339.2, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6239,"Fire detection: Lat=-4.015, Lon=143.424, Brightness=337.7, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6240,"Fire detection: Lat=-4.014, Lon=142.853, Brightness=331.2, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",0,2435
6241,"Fire detection: Lat=-3.911, Lon=141.153, Brightness=327.6, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6242,"Fire detection: Lat=-3.753, Lon=143.110, Brightness=342.4, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6243,"Fire detection: Lat=-3.753, Lon=143.191, Brightness=333.6, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6244,"Fire detection: Lat=-3.704, Lon=141.668, Brightness=330.4, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",0,2435
6245,"Fire detection: Lat=-3.495, Lon=138.326, Brightness=336.5, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",4,1714
6246,"Fire detection: Lat=-3.490, Lon=138.319, Brightness=350.6, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6247,"Fire detection: Lat=-3.485, Lon=138.316, Brightness=348.8, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6248,"Fire detection: Lat=-3.485, Lon=138.320, Brightness=355.6, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",0,2435
6249,"Fire detection: Lat=-3.463, Lon=141.063, Brightness=339.6, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6250,"Fire detection: Lat=-3.439, Lon=141.077, Brightness=327.8, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6251,"Fire detection: Lat=-3.041, Lon=141.974, Brightness=328.1, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",0,2435
6252,"Fire detection: Lat=-3.037, Lon=141.974, Brightness=330.1, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6253,"Fire detection: Lat=-2.346, Lon=139.602, Brightness=344.0, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6254,"Fire detection: Lat=-1.817, Lon=136.750, Brightness=341.5, Confidence=60.0%, Date=2025-09-05 342, Satellite=N",1,3468
6255,"Fire detection: Lat=33.259, Lon=131.653, Brightness=341.3, Confidence=60.0%, Date=2025-09-05 351, Satellite=N",7,1131
6256,"Fire detection: Lat=33.263, Lon=131.652, Brightness=334.2, Confidence=60.0%, Date=2025-09-05 351, Satellite=N",7,1131
6257,"Fire detection: Lat=33.266, Lon=131.642, Brightness=329.1, Confidence=60.0%, Date=2025-09-05 351, Satellite=N",7,1131
6258,"Fire detection: Lat=34.749, Lon=134.368, Brightness=326.4, Confidence=60.0%, Date=2025-09-05 351, Satellite=N",5,1696
6259,"Fire detection: Lat=35.865, Lon=129.478, Brightness=350.0, Confidence=60.0%, Date=2025-09-05 351, Satellite=N",5,1696
6260,"Fire detection: Lat=36.031, Lon=129.399, Brightness=330.8, Confidence=60.0%, Date=2025-09-05 351, Satellite=N",5,1696
6261,"Fire detection: Lat=41.163, Lon=122.997, Brightness=332.6, Confidence=60.0%, Date=2025-09-05 353, Satellite=N",7,1131
6262,"Fire detection: Lat=41.335, Lon=124.477, Brightness=328.1, Confidence=60.0%, Date=2025-09-05 353, Satellite=N",5,1696
6263,"Fire detection: Lat=41.874, Lon=126.359, Brightness=334.1, Confidence=60.0%, Date=2025-09-05 353, Satellite=N",7,1131
6264,"Fire detection: Lat=41.876, Lon=126.358, Brightness=332.1, Confidence=60.0%, Date=2025-09-05 353, Satellite=N",7,1131
6265,"Fire detection: Lat=42.800, Lon=132.878, Brightness=335.6, Confidence=60.0%, Date=2025-09-05 353, Satellite=N",5,1696
6266,"Fire detection: Lat=42.319, Lon=125.249, Brightness=331.5, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6267,"Fire detection: Lat=44.177, Lon=129.504, Brightness=326.0, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6268,"Fire detection: Lat=44.537, Lon=129.605, Brightness=334.1, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
